12-31 	11388	0	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机[胜利]	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机	
01-21 	5341	0	农业银行就是黑银行	农业银行就是黑银行，本人2015年12月31日开户，2016年1月9日就被莫名其妙扣了17元，存钱本来是对银行的信任，结果被强行扣了个不明不白，以后再也不要去农业银行去存钱了，要求退款还被骂了说是应该扣，把我们的屁股拿去当脸，还挖苦我们傻冒，请大家擦亮眼睛。	
01-21 	7007	0	太原市民在农业银行购买“理财产品”血本无	太原市民在农业银行购买“理财产品”血本无归	
01-21 	8510	0	上联：克服恐惧，农业银行没有啥事。下联：就是任性，握紧筹码一股不丢。[大笑][大	上联：克服恐惧，农业银行没有啥事。下联：就是任性，握紧筹码一股不丢。横批：参与打新。	
01-21 	9744	1	农行会补跌 但是已经不会创新低了	农行会补跌 但是已经不会创新低了极端情形下 依旧是围绕3元震荡 短期内不会 上净资产 3月后 会回到净资产上	放你妈狗屁吧！你个蠢猪！ 
01-21 	6731	0	终于止跌了，今天够狠的，操作很不成熟	终于止跌了，今天够狠的，操作很不成熟，卖的也早，买的也早，还是不在节奏上，昨天挂单3.08农业银行没买到，真是可惜，还是农行稳定啊。PS：还是参不破贪婪和恐惧，现在一成半的仓位，还跌的我难受...	
01-21 	4679	0	为了打新市值买点银行股吧。 不求银行涨， 但愿新股中， 迂回赚点钱， 渡过这猴年	为了打新市值买点银行股吧。不求银行涨，但愿新股中，迂回赚点钱，渡过这猴年。	
01-21 	7183	0	日线转好，个股机会何时到来？	早上大盘受外围影响出现大幅低开，港股出现较为强势的反弹，昨日港股通抄底明显，因此短线港股超跌反弹主板创业板依然强于主板，创业板不倒，反弹不会结束，创业板已经先于主板站上了10日均线，且今日回落未破10日均线，日线级别依然是走好的。由于两市资金出现回流，目前共计流出24亿资金，非常少，因此预计午后是惯性上冲，回落力度不大。今日主板有望收复3000点位，创业板日线级别MACD即将金叉形成，因此今日趋势依然看好。2844点位，暂时不能确定就是完全的低点了，因为行情恐随时反复。但是我们可以确定的是底部必然在2844附近不远，个股的下跌空间非常小了。另外，这波反弹行情，暂时不能确认一次性到达3200点位，但是可以确认的话，这波底部囤积的买盘足以支撑震荡攀升至3200点位的趋势。这是趋势。过程如何演绎，这点仍需每日做出分析，但是趋势基本确立。因为三次股灾中，本次股灾，买盘进场量能最多，点位最低，因此反弹趋势必然是存在的。只不过不是一步到位的方式。因此请大家耐心一些。行情还会反复，不会一蹴而就，建议大家把握趋势为准。目前大盘尚且处于低位，因此暂时不提醒反T操作。把握不好及时联系我！	
01-21 	5577	0	*打新政策按市值配售，低估值蓝筹成为打新资金建仓目标[献花]。对比港股A/H股值	*打新政策按市值配售，低估值蓝筹成为打新资金建仓目标。对比港股A/H股值，关注估值最低的蓝筹股：中国平安（601318）、福耀玻璃（600660）。中国平安最低合理估值33元。	
01-21 	4748	0	*打新政策按市值配售，万亿打新资金建仓低估值蓝筹[献花]。对比港股A/H股值，关	*打新政策按市值配售，万亿打新资金建仓低估值蓝筹。对比港股A/H股值，关注估值最低的蓝筹股：中国平安、福耀玻璃。中国平安601318最低估值33元	
01-21 	4450	0	*打新政策按市值配售[献花]，低估值蓝筹成为打新资金建仓目标。对比港股A/H股值	*打新政策按市值配售，低估值蓝筹成为打新资金建仓目标。对比港股A/H股值，关注估值最低的蓝筹股：中国平安、福耀玻璃。中国平安601318最低估值33元	
01-21 	6843	0	农行主力顺便你怎么耍，顺便你怎么磨都不得行，想要筹码可以，放量上涨	农行主力顺便你怎么耍，顺便你怎么磨都不得行，想要筹码可以，放量上涨	
01-21 	8672	0	A股底部逐渐显现 35只个股&quot;破净&quot;砸出&quot;黄金坑&quot;	来源：中国网财经　中国网财经1月21日讯(记者 刘小菲)在注册制渐行渐近等消息的冲击下，2016年的A股开局恐慌情绪弥漫。Wind统计显示，沪指在短短13个交易里重挫近600点，超过300只个股跌幅超过30%。与A股史上历次探底类似，伴随着市场大幅调整而来的是，两市跌破净资产的公司数量也迅速增加，银行、钢铁、煤炭、化工板块则成为“破净”重灾区。　　35只个股跌破净资产 市场底部隐现　　截至1月20日收盘，A股市场上有35只个股跌破净资产，而上证综指在2015年8月26日调整到2850点地位时这一数据仅为26只。　　从历史经验来看，“破净股”的数量与市场的走势呈现了较强的正相关性。1月4日，沪指大幅下跌6.86%，当日“破净股”数量为30只；1月6日，沪指出现近3%的反弹，而当天破净股的数量也随之出现了减少至25只；1月7日，大盘收获了8.78%的跌幅，破净股的数量又再次达到了30只上方，所以市场上很多投资者把“破净潮”的出现看成是股市下跌接近底部的一大标志。　　银行板块破净股数量最多 配置价值已显现　　从行业角度来看，在昨日的35只“破净股”中，银行板块“破净”个股数量最多，独占了10个席位，其中交通银行和光大银行的市净率不足0.8倍，中国银行、中国银行、农业银行、工商银行的市净率位于0.8-0.9之间。另外，民生银行、浦发银行索然还未“破净”，但市净率不足1.1倍，随时有可能加入破净大军。　　从整个板块的平均市净率来看，目前的0.99倍水平已经接近历史新低。wind数据显示，2008年10月6日，银行板块指数跌至463点的“谷底”，而当天其平均市净率为1.9倍。对于该板块的后市，机构普遍认为已经具备防御价值，民生证券在研报中指出，伴随着在新股发行新规实施、监管完善后全面混业经营有望的背景下，银行股配置价值显现。个股方面，业绩靓丽、资产质量喜人的北京银行；业绩持续高成长的南京银行；力互金谋转型、股价安全边际高的平安银行以及具备地方国资改革概念的兴业银行都是良好的布局标的。　　钢铁板块屡成“破净”个股“集中营”　　钢铁板块紧跟银行股之后，成为第二大“破净”个股集中营。数据显示，昨日有8家股价跌破了每股净资产，其中八一钢铁市净率仅为0.48，鞍钢股份、宝钢股份、河北钢铁的市净率也较低，分别为0.72、0.77和0.8倍。　　对于钢铁板块来说，由于行业长期处于亏损状况，大面积“破净”早已不是一件新鲜的事情。2013年6月25日，上证综指创出1849.65点阶段新低，当天跌破净资产的钢铁股数量高达21只，占比超过了七成。　　那么为什么钢铁股屡次充当了“破净”先锋呢？中信建投一位分析师在接受中国网财经记者采访时称：“主要是该板块市值大所致。“其认为，市值大的个股炒作起来比较难，加上钢铁属于强周期行业，所以在A股中的估值一直处于较低的水平，率先破净属于顺理成章。　　而光大证券的一位分析师则认为，钢铁板块黯淡的基本面才是其每次率先破净的根本原因所在。从已经发布的2015年年报情况来看，除金洲管道之外，其余8只钢铁上市公司2015年业绩全部出现大幅下滑，三钢闽光的净利润预计同比下降2360%，沙钢股份、宝钢股份也可能分别出现554%和100%的下滑。　　除此以外，煤炭板块的个股“破净”数量也较多，达到了7只，化工、轻工制造等板块均为2只。　　两类破净股成市场“掘金点”　　面对市场的疲软及“破净潮”再现，证监会等四部委曾在2015年8月31日发文，明确提出当上市公司股票价格低于每股净资产，或者市盈率或市净率低于同行业上市公司平均水平达到预设幅度的，可以主动回购本公司股份。　　国信证券认为，在经历了深幅调整之后，A股很多上市公司的股价已经进入合理估值区间，投资价值日益显现。预计未来将有数量不菲的上市公司会实施回购公司股份，鞍钢股份、宝钢股份、中煤能源、光大银行等PE低于1或附近、PE或PB显著低于行业平均水平的个股可重点关注。　　与此同时，那些基本面较好的“破净股”也成为当下市场的“掘金点”。在昨日“破净”的35只个股中，有15只个股去年前三季净利润实现了同比上涨，其中兰花科创净利润同比涨幅达到了466.79%，湖北宜化、晨鸣纸业紧随其后，分别为86.22%和64.51%。	
01-21 	5254	0	做好人买好股，实现自己的幸福美好人生，不卖啊！坚决不投降，和主力决战到底，打一场	做好人买好股，实现自己的幸福美好人生，不卖啊！坚决不投降，和主力决战到底，打一场人民股市生死战争	
01-21 	6161	0	7. 资金安全吗？ 湖北楚化商品交易中心	7. 资金安全吗？ 湖北楚化商品交易中心(以下简称“楚化所商品” )，公司是由省政府备案，安陆市，孝感市的批文，所有资金结算由农业银行来进行，资金银行托管，保证百分之百安全。	
01-21 	7949	1	太原市民在农业银行购买“理财产品”血本无	太原市民在农业银行购买“理财产品”血本无归太原市民在农业银行购买“理财产品”血本无归,	买的哪个理财？ 
01-21 	5721	0	注意了，此股红一下不容易，所以下午如果此股继续再红就得赶紧跑，不然不知要等到猴年	注意了，此股红一下不容易，所以下午如果此股继续再红就得赶紧跑，不然不知要等到猴年马月才能再红，今天不跑，明天一绿就没法跑了，前几天就是这样，此股跌起来没底线的，跌到两块多不是没可能，切记要光速逃跑，逃在黑庄前面才能活命。	
01-21 	6703	0	投资需谨慎	投资需谨慎，太原市民在农业银行购买“理财产品”血本无归	
01-21 	5163	0	社保。基金。机构大户小散打新买点什么好呢1.市盈率低的。2.大股东半年内不	减持的。3.茅台酒等消费股票。脓包符合至少2个要求。所以值得拥有。	
01-21 	5335	0	轻指数重个股,让空头利用打压银行等权重股做空大盘的图谋失效,很多股票已具备良好投资价值(仅供参考)	轻指数重个股,让空头利用打压银行等权重股做空大盘的图谋失效,很多股票已具备良好投资价值(仅供参考)	
01-21 	6872	0	要救香港，要救A股，就不能再压着银行股	长期以来，银行股一直被压制，而银行股主力基本就是国家队，其他任何机构都没这个胆这么长时间压制银行股，国家队压制银行股无非就是担心中国股市暴涨。但现在情况危险，香港股汇双跌，索罗斯魅影再现，A股只有放开对银行股打压，才能间接影响到香港国企指数，进而影响港股。	
01-21 	6360	0	10.38分把3.10吃完，真费劲，看3.11多少时间，	10.38分把3.10吃完，真费劲，看3.11多少时间，	
01-21 	5758	0	农行超越中行股价指日可待！	建议逢低买入农业银行，及时高抛中国银行！农行三季度0.472元，估计15年全年0.60元业绩；中行三季度0.43元，估计15年全年0.58元业绩。农行现在与中行的差价从最高1.60元逐步缩小，越来越小，已经差不多只有3毛左右了。农行超越中行股价指日可待！也许就在年报公布前后。	
01-21 	4446	0	心态放平和些	拿一年，明年这时加上红利有个20%的收益是没问题的。做人不要太贪	
01-21 	5482	0	农行港股价2.75港元(2.315人民币)！	农行港股价2.75港元(2.315人民币)！	
01-21 	6314	0	让农业银行跌倒2。60 看你们买不买  这次就是怎么叼	让农业银行跌倒2。60 看你们买不买 这次就是怎么叼	
01-21 	20829	0	【火灾无情人有情】1月20日上午	【火灾无情人有情】1月20日上午，三河镇农民程师傅将一面印有“火灾无情人有情 农行服务数一流”的锦旗送到农业银行淮南分行营业部负责人王祥英手中，激动地说：“感谢农业银行帮助了我，你们的服务真是一流！”	
01-21 	6464	0	农行，超低价股，买入几百手不卖，留着打新市值用，懂的点赞。	那么低的白菜价，比存银行利息还高，又可增加打新市值，何乐而不为。买入几百手不卖，留着打新市值用，懂的点赞。	
01-21 	7342	0	2016年开年中国股市为什么会暴跌，说白了本就该跌，不是熔断的错。	熔断只是一种工具，错不是熔断。错的是垃圾股都在天上飞。估值太高。　熔断期间农行为什么没暴跌，说白了就是没有笨蛋会在这走，存钱不如存股票。但有只有胆存股息率高达6%的农行，怕毛啊，套了我吃分红，有钱赚我做差价。把银存银行傻啊，一年多少利息。但话说回来没本事在股市混的人，还是存钱进银行好，股市的钱不是那好赚的，反正我有本事在股市混，我是不存钱进银行。　不要认为实业好做，这年头做什么亏什么。反正我好多从前工作的哥们，见我们下海赚钱快，近两年丢了铁饭碗，自已做实业当老板，亏得都没裤子穿了，没法子还得去找工作，铁饭碗丢了，这下的工作都是做前几年跟本看不起的工作。　　本人不爱拍马屁，工作一才一年，就自已开店做老板，为什么做老店，不受无能力看拍马屁领导的气，我不认为人家有本事，比我还不如。为什么当我领导，当时想不明白，但下海自已开店后，明白了，因为人家比我会拍马屁。	
01-21 	5328	0	打新股需要配备市值吗？农行不是最好的选择？	打新股需要配备市值吗？农行不是最好的选择？	
01-21 	6888	0	河北信盈资产管理股份有限公司收购农业银行（举牌）	信盈要跟农业银行合作发行穷人信用卡了额度高申请简单是真正为穷人服务的银行	
01-21 	6291	0	当价买农行就是无风险赚钱，但不会赚大钱，别的股好赚价差，但风险也大。	三元多的股价，长期持有，只要不乱割肉，还亏钱我打死不信，但农行这大的市值想暴涨也是做梦。　近几年农行业绩跟本不可能高增长，不下滑就得谢天谢地了。业绩不能高增长，分红就不高增长。分红不能增加，就没有上涨的动力，别止望牛市了，熊都来了，还没醒吗？　　熊市，能保住本金就不错了。能保住本金就是胜利。	
01-21 	6532	0	港股农行01288现价2.74x0.8=2.19元人民币，为何比A股便宜那么多，	港股农行01288现价2.74x0.8=2.19元人民币，为何比A股便宜那么多，分红是一样的啊，机构基金为何不价值投资啊！	
01-21 	7656	0	太原市民在农业银行购买“理财产品”血本无	太原市民在农业银行购买“理财产品”血本无归太原市民在农业银行购买“理财产品”血本无归,	
01-20 	8390	0	农业银行的最大问题！	一个是呆账另外一个就是行长已经很久继任护盘选择农行主要是因为股价低H股股价太低了A大幅度涨可能性小但是有资金可以护盘得住	
01-20 	10031	0	从农行运行情况看 :   第一: 为什么涨不了，因为农行每股未分红利很高，压盘吃	从农行运行情况看 : 第一: 为什么涨不了，因为农行每股未分红利很高，压盘吃货的主要目的就是冲着红利而来，3元多点的股价分0:60元，那是什么概念，看看大机构每次进住未分利润高的公司，你就基本清楚了，第二: 农行从目前业务分类看，(1)三农事业部主要面向农业，由国家政策调结，(2)商业模式，(3)国际摸式三块，后一种正在发展壮大，三模式共震的力量可想而之，随时可能分折上市，这是随时可能发生在你面前	
01-20 	8090	0	在很长一段时间农信社和农业银行是我们国家	在很长一段时间农信社和农业银行是我们国家在农村金融服务当中的主力军//【确保支农支小不跑偏】	
01-20 	8204	0	今天是谁在出农业银行？是小散吗?	绝对不是小散，小散对农业银行是有梦想的，是谁？希望小散想想。	
01-20 	10135	0	农行中行上市以来历年业绩分红情况	农行中行上市以来历年业绩分红情况农业银行上市5年历年业绩分红情况： 业绩 分红2009年 0.25元2010年： 0.33 元 0.54元2011年： 0.38 元 1.315元2012年： 0.45元 1.565元2013年： 0.51元 1.77元2014年： 0.55元 1.82元！2015年： 0.60元（预测） 1.90--2.00元（预测）从表中可以看出，农业银行上市5年来，业绩增长2.2倍！平均每年递增22%，名不虚传盈利常青树。最近增长速度有所放缓，一是由于基数已比较大，二是向企业让利，息差下降。而混业经营的开展和土地流转的深入，业绩可望继续稳定增长。分红更是一步一个脚印稳步上升，5年上涨3.37倍！这样的高分红高股息股票，两市能有几家？！中国银行历年业绩分红及比例： 业绩 分红 比例2006年，0.18元 0.422元 22% 2007年 0.22元 1.45元 45% 2008年 0.25元 1.3 元 52% 2009年 0.32元 1.443元 75% （惊人） 2010年 0.39元 1.4637元 44%2011年 0.44元 1.5535元 32%2012年 0.50元 1.55 元 31%2013年 0.55元 1.96 元 35%2014年 0.61 元 1.90元 33%2015年上市8年，业绩增长3.39倍，分红上涨差不多10倍！附带说一句，中国银行是2008年全球金融危机受影响最大的大陆银行。另外，工商银行和建设银行的情况也类似。	
01-20 	12059	0	瑞银证券预测，农业银行15年业绩0.60元！	汇金也不是完全没有增持，农业银行公布，汇金在刚刚过去的去年四季度增持了农行接近4%的股份，去年三季度持有41%，2015年四季度已经持有农业银行44%以上。据著名国际投行、中国通---瑞银证券预测，农业银行2015年业绩0.60元！	
01-20 	5499	0	在一级市场申购的钱，绝对不会进二级市场的	一级市场申购的钱是临时钱，绝对不会进二级市场买股做市值的，	
01-20 	5403	0	中央三组j节前快出结论了，最大问题是人力资源问题，具体体现德不配位，新进员工是否	中央三组j节前快出结论了，最大问题是人力资源问题，具体体现德不配位，新进员工是否花钱问题？竞聘网点负责人是否存在花钱问题？工资发放是否随意问题，保险代理小帐问题。	
01-20 	8310	0	银行股有好的分红，股市就大涨	买股票不分红.你买股票干什么，银行股有好的分红，股市就大涨【目前大多数.中小盘.创业板.重组概念获，就是垃圾股】现在股票.最好不炒做，应该取消红利税，强制年分红70%引导股市，价值投资，农业银行.民生银行涨到300多,也比中小盘垃圾股好【网络就是辅助工具，中国的发展不可能靠网络，还是要靠实体经济】中国肯定会发展，银行股肯定会大涨的【逢低可以】坚决买进，低价大蓝筹股.任何不分红的股票,都是骗钱耍流氓.	
01-20 	6047	0	跌倒2元在进	现在价格每年股息6%不到没吸引力的，很多稳当的理财产品都年利息8-10%不等， 农行要跌倒2元差不多9%股息才有吸引力	
01-20 	6118	0	中国农业银行首席经济学家向松祚：制造业到	中国农业银行首席经济学家向松祚：制造业到了去产能的关键时刻。目前16个行业产能过盛，中国前220家制造企业的利润总和只相当于一家苹果公司的利润。	
01-20 	6971	0	坑死散户的打新法注定长不了	估计半年后就会暂停，散户实际是中不了签的	
01-20 	6655	0	农业银行黑发白发光字门头、银行机构专用发	农业银行黑发白发光字门头、银行机构专用发光字 -广美标识LED发光字工厂	
01-20 	5413	0	新法打新，散户实际上被排出在外了	中签的可能性基本为0对于50万的资金，以前每年还可能中2-3签，现在基本被清零了	
01-20 	8826	0	A股再现跳水释放两大信号 短期紧盯一指标	　周三大盘并没有延续周二大幅上涨之势，反而出现跳水杀跌，3000点整数关口也得而复失。而从盘面来看，大盘反弹一日有便再次跳水，释放了两大重要信号，这或预示着主力在暗中大倒腾，投资者须注意个股普涨后分化杀跌风险。　　首先，A股再次跳水释放了市场筹码仍不牢固的信号。消息面上，周二大盘刚企稳，证监会便急不可耐的发行7只新股，虽然不用提前预交款，但无疑对未恢复元气的A股造成打压，从而令众多板块个股反弹一日游。如近期复牌类个股继续大幅补跌，山水文化(,买入)、新中基(买入)连续跌停板；业绩暗淡的宝钢股份(,买入)拖累钢铁板块大幅下挫；跌势未尽与筹码的四川金顶(买入)更是连续跳水，股价短时间暴跌达46%等。可见，在市场反弹根据还不牢靠下，年报暗淡、筹码松动、补跌与跌势未尽类个股，极易受空头反扑而暴跌，我们应第一时间逢反抽调仓。　　另外，大盘大涨后出现跳水调整，释放了主力调仓换股、洗盘的信号。短期压制A股的利空无非是注册制、大股东解禁潮等，但这在前期股灾中已有充分反映。而近期政策护盘却是明显的，如央行部署流动性管理工作，将安排超6000亿资金支持流动性；同时上周新增投资者数量33.21万，环比增长10.55%，险资举牌31家公司市值超千亿元等。在市场估值低位、流动性充沛与增量资金回升下，今日市场的调整更多是洗盘信号。　　总的来看，大盘当前的跳水调整将进一步夯实2844点反弹来的底部，更有利于春季行情的开展，因此对当前行情我们不用过分担忧，特别是对具有年报大幅预增+高送转类中小市值品种，我们更可逢大盘回调大胆的抄底布局。　　如宝德股份(,买入)，年报业绩预大增200%以上，且推出10送15高送转方案，该股近期便连续5涨停，股价暴涨近60%，不仅成领涨新龙头，也引爆了一批高送转个股报复性反弹。如湖北金环(,买入)、太原刚玉(,买入)强势涨停，前龙头财信发展(,买入)更是近月独立大势暴涨达200%等。充分说明在春季行情中，年报大增+高送转题材资金认可度最高，将是我们不可多得的翻本抄底新品种。从近期大盘行情特点来看，频繁一日游，冰火两重天的情况，很多操作这个票的朋友，觉得操作上比较困难，自己在技术方面不怎么好的朋友，可以看一下我的头像，找到我，有关该股的操作思路我们可以交流一下。打开下面的“点击查看”也可以的 。每日提醒：贪婪和恐惧没有错误，错误的是该贪婪时恐惧，该恐惧的时候贪婪。 股市中人时刻记住这句话将受益匪浅。	
01-20 	3884	0	今年的股市应该想一想自己是跳楼好还是跳海好？反正都是死。	中国的股市，反正都是死，想想吧跳楼好呢，还是跳海呢，反正都是死。	
01-20 	6660	0	4.9倍的市盈率，年化收益率5.18，高于一年N倍了	存款利率一览表_和讯网利率更新时间：2015-10-24利率项目 年利率(%)活期存款 0.35三个月定期存款 1.10半年定期存款 1.30一年定期存款 1.50二年定期存款 2.10	
01-20 	7785	0	农行2019年见12元，炒房炒金不如炒股	农行2017年见7元农行2018年见9元农行2019年见12元有钱的可买1000股，到2018年再大量买农行，现在买下些股：我们把资金转移到高赚钱前景的小盘软件网络股，吸取垃圾股安硕信息的教训，炒房炒金不如炒软网股。未来赚钱小盘软件网络股排名，给大家选股买股有主意： 第一名002174游族网络，两年后每年赚60亿，建议90内买入预计2016股价上1千，原因意向发展3D回合制网游击败世界第一网游 网易的《梦幻西游》第二名300449汉邦高科，两年后每年赚20亿，建议80内买入预计2016股价上600，原因加强网售和实体代销商，分摊海康威视客户，海康威视今年赚60亿（海康威视缩股到1亿股本计算为到1100元一股）第三名300482万孚生物，两年后每年赚12亿，建议80内买入预计2016股价上600，原因软件电子探病仪，软件测体温仪会被全国60%家庭采购第四名002354天神娱乐，两年后每年赚11亿，建议63内买入预计2016股价上500，原因主打网游，进军影视第五名300113顺网科技，两年后每年赚9亿，建议50内买入预计2016股价上300，原因网游，软件，网络，传媒4合1第六名300496中科创达，两年后每年赚8亿，建议60内买入预计2016股价上500，原因手机和平板电脑软件美容，未来有自己的7到22寸手机和平板电脑品牌第七名300494盛天网络，两年后每年赚7亿，建议43内买入预计2016股价上300，原因网游软件顾问，未来有自己网游第八名300367 东方网力，两年后每年赚7亿，建议38内买入预计2016股价上200，原因全球最高端的视频处理分析监控和平安城市，被北京奥运广州亚运采用，英特尔为10大股东炒房炒金不如炒软网股，我们把资金转移到高赚钱前景的小盘软件网络股，吸取垃圾股安硕信息的教训：安硕信息236元回归到36元，120元以上追高的朋友解套可能要等5年，原因是业绩太差为何要把资金转移到高赚钱前景的小盘软件网络股？高赚钱前景的股：股价年年创新高，短线获利快，而很适合长线小盘股：有送股填权机会和容易增发并购软件网络股：技术含量高，开分公司扩张快和容易，生活生产需要软件网络化提高效率	
01-20 	6317	0	我只想知道，股价长期低于净资产的作为第一大股东为什么不增持？！	我只想知道，股价长期低于净资产的作为第一大股东为什么不增持？！	
01-20 	7572	0	吧里有的股友以赌博的心态买入股票	吧里有的股友以赌博的心态买入股票，然后急着等待结果，赢了得意，输了骂娘。	
01-20 	4365	0	要卖脓包的股民们。不要挂价钱卖了。直接挂跌停价卖出。方便省事，速度还快。	既然不看好。就快点卖吧。我跌停价买准备打新。又又赢。	
01-20 	6024	0	此人（图正中女子）涉嫌于12月1日在中国	此人（图正中女子）涉嫌于12月1日在中国农业银行江西分行景德镇浮梁县一家农业银行盗用我的身份证办理了一张农业银行储蓄卡。特别说明：本人身份证于2015年6月份被盗后已经登报声明作废并及时补办，不知为何嫌疑人仍可以办在银行办卡？ 请给出一个说法。@浮梁县瑶里派出所	
01-20 	6317	0	农行发行的时候是不是市值配售的？	农行发行的时候就是市值配售，为什么会破发呢？被他质问了:乱讲，农行当年是直接现金申购，我当时中了好多，差点睡不觉，那时之前连续中了好几个中小板，破发好几个，幸亏农行的绿帽子机制，没破发，走运	
01-20 	6259	0	所谓的绩优股农行与所谓垃圾股梅雁股价大对比！！！！！	所谓的绩优股农行与所谓垃圾股梅雁股价大对比！！！！！	
01-20 	4172	0	房地产启动，有色煤炭启动，钢铁启动，航天航空启动，黄金启动，电力今天也动了	大盘蓝筹一个个板块都在轮动，银行你还在等什么？	
01-20 	4179	0	卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖	卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖卖	
01-20 	5001	0	7倍市盈率已经到底了。难道要到1倍市盈率。说实话。我也很想。	就象范00免费嫁给你。你不要吗。关钱你也可以考虑一下吧。	
01-20 	6313	0	今天3.10买入5万股农行。	今天3.10元买入5万股农行，不知是吉是凶	
01-20 	4539	0	昨天还是热血沸腾，今天这是咋的啦？	洛阳玻璃还死死封在涨停板上呢！机构投资者太愚昧啦！一帮傻b能干出什么样的好事，下午可能又要大幅跳水啦！股市大幅下跌能拖垮全世界的股市，还真牛逼呢！人家应该在狂笑这些家伙，智商如此之低，超乎人类的想象范围，吃下水道的垃圾吃多啦！？	
01-20 	5795	0	不知道今天下午会不会破3.02的新低[哭][哭][心碎][心碎]，农行就是无底线	不知道今天下午会不会破3.02的新低，农行就是无底线，你以为最低了，它还有更低，阶梯式下跌，层层套牢，不得不防，恐怖可怕啊	
01-20 	4241	0	今天分时是僵尸;	无量还得下探昨天的低点，逢低买进，逢高卖出。价差就做4-5分钱，超短线思维。	
01-20 	5359	0	昨天买10000股3.11元.今天输1分就是100元.	当存款利率吧.今年要是分红每股0.19元就太好了.就分1900元	
01-20 	5768	0	买入现价2.76港元农行H股未来的年收益可达25.5%	2015年三季末的每股净资产3.37元,2015年末的每股净资产应在3.45元,按汇率0.8387计算为4.1135港元,预计未来三年每股收益0.57元,0.59元,0.61元,按汇率0.8387计算为0.6796港元,0.7035港元,0.7273港元,以2.76港元计算近三年的年收益分别为24.62%, 25.49%, 26.35%,按去年每股分红RMB0.18元按汇率0.8387计算为0.2146港元,2.76港元买入后每年可获得7.775%的分红率,是一年期定期存款利率1.5%的5.18倍. -加权净资产｜净资产｜每股净｜货币单位:人民币 年度收益率%｜收益率｜资产元｜年度｜三季｜中期｜一季｜分红 2015｜16.92｜18.03｜｜3.450｜0.55｜0.47｜0.32｜0.17｜预汁第4季度盈利0.08元2014｜17.41｜19.52｜｜3.050｜0.55｜0.47｜0.32｜0.16｜10派1.82元(含税) (税后派)1.729元 2013｜19.73｜20.89｜｜2.600｜0.51｜0.42｜0.28｜0.14｜10派1.77元(含税) (税后派)1.6815元 2012｜19.35｜20.74｜｜2.310｜0.45｜0.37｜0.25｜0.13｜10派1.565元(含税) (税后派)1.48675元 2011｜18.77｜20.46｜｜2.000｜0.38｜0.31｜0.21｜0.10｜10派1.315元(含税) (税后派)1.1835元 2010｜17.50｜22.49｜｜1.670｜0.33｜0.25｜0.17｜----上半年10派1.19元,下半年10派0.54元(含税) 2009｜18.96｜20.53｜｜1.320｜0.25｜----｜0.13｜----｜10派0.7692元(含税) 2008｜17.72｜-----｜｜1.120｜现价2.76港元己接近2013年6月24日的2.76港元.	
01-20 	6329	0	农业银行股今年大垃圾了，低价股都涨他不涨，跌楼2角钱全部走了。	农业银行股今年大垃圾了，低价股都涨他不涨，跌楼2角钱全部走了。	
01-20 	6212	0	中国股市到目前为止所有股票平均PE在50倍农业银行现在PE才5倍涨到平均50倍的PE要翻10翻的	价值投资；农业银行是严重被低估的股票买进赚大钱真的我发票买进38亿股当大股东	
01-20 	3580	1	雄关慢慢从头越，黒马一骑任遨游！	超跌低价股中№1：1、经营稳定，盈利情况良好。2、三农事业部改制拓展盈利增长点。	“三低”股票，金融行业龙头股---农业银行。 
01-20 	3474	0	熊市只能价值投资了。价值投资只能买脓包和茅台酒等少量优秀股票了。何况还可以打新。	难道还可以买有减持压力的没良心垃圾股票吗。	
01-20 	5715	0	股市大侠认为，买股票.不分红.你买股票.干什么	股市大侠认为，买股票.不分红.你买股票.干什么【目前大多数.中小盘.创业板.重组概念获，就是垃圾股】现在股票.最好.不炒做，应该取消红利税，强制年分红70%引导股市，价值投资，农业银行.民生银行，涨到300多,也比，中小盘.垃圾股好【网络就是辅助工具，中国的发展不可能靠网络，还是要靠实体经济】中国肯定会发展，银行股肯定会大涨的【逢低可以】坚决买进，低价大蓝筹股.任何不分红的股票,都是骗钱耍流氓.	
01-20 	6120	0	要卖赶快卖。要减持的没良心垃圾股急需你们接盘。好让大股东改善生活。	拜托不要玩脓包了。直接输入跌停价卖更加快和省事。反正你不看好怕什么。	
01-20 	6693	0	600376     据公司公告数据计算,业绩倍增,且估值在6倍以下!	600376 据公司公告数据计算,业绩倍增,且估值在6倍以下!	
01-20 	6182	1	有这样一条消息；任志强说银行股肯定爆涨	任志强说，如果把二三线城市的库存房子积压超过过几年的全部炸掉，然后在重新建设，那样会给我国再次带来线的经济增长点。全国的各个行业都能起死回生，对此本人认为任的观点非常创新，两会期间我想他会提出来的。支持	支持 
01-20 	5526	0	今天应该拉农业银行股了吧，垃圾山东钢铁和安阳钢铁股都炒过了。	今天应该拉农业银行股了吧，垃圾山东钢铁和安阳钢铁股都炒过了。	
01-20 	6360	0	大趋势上涨：10倍市盈率的农行6元之上！巨大价值洼地！！！	10倍市盈率的农行6元之上！巨大价值洼地！！！ 6年的高速成长！！！！！股价没有反映！！！！！	
